"0","000s:000ms:000us 374 ms"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B5388 CRC:07","SC:80","MMC:211.2MHz","Nrc:3",
"21635","022s:142ms:910us 280 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C7F78 CRC:67","SC:16","MMC:198.0MHz","Nrc:25",
"21636","022s:142ms:910us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21637","022s:143ms:170us 260 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:51637",
"21638","022s:143ms:170us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21639","022s:143ms:376us 205 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C7F90 CRC:38","SC:128","MMC:211.2MHz","Nrc:25",
"21640","022s:143ms:376us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21641","022s:143ms:883us 506 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21642","022s:143ms:883us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21643","022s:144ms:071us 188 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8018 CRC:2D","SC:48","MMC:198.0MHz","Nrc:25",
"21644","022s:144ms:072us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21645","022s:144ms:299us 227 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:45092",
"21646","022s:144ms:299us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21647","022s:144ms:489us 189 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8060 CRC:2A","SC:56","MMC:211.2MHz","Nrc:25",
"21648","022s:144ms:489us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21649","022s:144ms:730us 241 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:47896",
"21650","022s:144ms:731us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21651","022s:144ms:916us 185 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C80A0 CRC:0F","SC:40","MMC:198.0MHz","Nrc:25",
"21652","022s:144ms:916us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21653","022s:145ms:078us 162 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:32217",
"21654","022s:145ms:079us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21655","022s:145ms:262us 183 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8158 CRC:42","SC:24","MMC:211.2MHz","Nrc:25",
"21656","022s:145ms:262us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21657","022s:145ms:425us 162 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:32298",
"21658","022s:145ms:425us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21659","022s:145ms:605us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C81B8 CRC:55","SC:8","MMC:211.2MHz","Nrc:25",
"21660","022s:145ms:606us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21661","022s:145ms:680us 074 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:14667",
"21662","022s:145ms:680us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21663","022s:145ms:860us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C81D8 CRC:03","SC:8","MMC:198.0MHz","Nrc:25",
"21664","022s:145ms:861us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21665","022s:145ms:936us 075 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:14907",
"21666","022s:145ms:936us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21667","022s:146ms:115us 178 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C81E8 CRC:28","SC:32","MMC:211.2MHz","Nrc:25",
"21668","022s:146ms:115us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21669","022s:146ms:299us 184 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:36512",
"21670","022s:146ms:300us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21671","022s:146ms:483us 183 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8210 CRC:73","SC:40","MMC:198.0MHz","Nrc:25",
"21672","022s:146ms:483us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21673","022s:146ms:681us 197 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:39162",
"21674","022s:146ms:681us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21675","022s:146ms:862us 181 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8248 CRC:46","SC:56","MMC:211.2MHz","Nrc:25",
"21676","022s:146ms:863us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21677","022s:147ms:095us 232 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:46163",
"21678","022s:147ms:096us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21679","022s:147ms:277us 181 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C82B0 CRC:00","SC:64","MMC:211.2MHz","Nrc:25",
"21680","022s:147ms:278us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21681","022s:147ms:538us 260 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:51604",
"21682","022s:147ms:538us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21683","022s:147ms:719us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8308 CRC:29","SC:32","MMC:198.0MHz","Nrc:25",
"21684","022s:147ms:719us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21685","022s:147ms:886us 166 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:33010",
"21686","022s:147ms:886us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21687","022s:148ms:065us 179 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8330 CRC:4A","SC:8","MMC:211.2MHz","Nrc:25",
"21688","022s:148ms:065us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21689","022s:148ms:142us 076 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:15133",
"21690","022s:148ms:142us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21691","022s:148ms:348us 206 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8368 CRC:7F","SC:8","MMC:198.0MHz","Nrc:25",
"21692","022s:148ms:348us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21693","022s:148ms:455us 106 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:21153",
"21694","022s:148ms:455us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21695","022s:148ms:635us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8380 CRC:20","SC:8","MMC:198.0MHz","Nrc:25",
"21696","022s:148ms:636us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21697","022s:148ms:728us 092 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:18265",
"21698","022s:148ms:728us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21699","022s:148ms:907us 178 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8390 CRC:39","SC:8","MMC:198.0MHz","Nrc:25",
"21700","022s:148ms:907us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21701","022s:148ms:999us 092 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:18264",
"21702","022s:149ms:000us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21703","022s:149ms:180us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C83B0 CRC:0B","SC:8","MMC:211.2MHz","Nrc:25",
"21704","022s:149ms:180us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21705","022s:149ms:255us 074 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:14697",
"21706","022s:149ms:255us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21707","022s:149ms:434us 178 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C83E0 CRC:76","SC:40","MMC:198.0MHz","Nrc:25",
"21708","022s:149ms:434us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21709","022s:149ms:686us 252 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:50047",
"21710","022s:149ms:687us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21711","022s:149ms:866us 179 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8410 CRC:49","SC:24","MMC:211.2MHz","Nrc:25",
"21712","022s:149ms:867us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21713","022s:150ms:022us 154 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:30720",
"21714","022s:150ms:022us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21715","022s:150ms:204us 182 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8430 CRC:7B","SC:8","MMC:198.0MHz","Nrc:25",
"21716","022s:150ms:204us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21717","022s:150ms:278us 074 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:14663",
"21718","022s:150ms:279us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21719","022s:150ms:459us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8440 CRC:34","SC:48","MMC:198.0MHz","Nrc:25",
"21720","022s:150ms:459us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21721","022s:150ms:661us 201 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:40017",
"21722","022s:150ms:661us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21723","022s:150ms:852us 190 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8480 CRC:11","SC:104","MMC:198.0MHz","Nrc:25",
"21724","022s:150ms:852us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21725","022s:151ms:211us 358 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21726","022s:151ms:211us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21727","022s:151ms:402us 190 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C84F0 CRC:5E","SC:120","MMC:211.2MHz","Nrc:25",
"21728","022s:151ms:402us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21729","022s:151ms:840us 437 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21730","022s:151ms:840us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21731","022s:152ms:024us 184 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8590 CRC:03","SC:8","MMC:198.0MHz","Nrc:25",
"21732","022s:152ms:025us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21733","022s:152ms:117us 092 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:18264",
"21734","022s:152ms:117us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21735","022s:152ms:302us 184 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C85A0 CRC:28","SC:8","MMC:211.2MHz","Nrc:25",
"21736","022s:152ms:302us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21737","022s:152ms:376us 074 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:14684",
"21738","022s:152ms:377us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21739","022s:152ms:557us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C85C8 CRC:36","SC:40","MMC:211.2MHz","Nrc:25",
"21740","022s:152ms:557us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21741","022s:152ms:746us 188 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:37396",
"21742","022s:152ms:746us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21743","022s:152ms:925us 179 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C85F8 CRC:1D","SC:8","MMC:198.0MHz","Nrc:25",
"21744","022s:152ms:926us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21745","022s:153ms:018us 092 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:18246",
"21746","022s:153ms:018us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21747","022s:153ms:198us 179 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8608 CRC:0E","SC:8","MMC:198.0MHz","Nrc:25",
"21748","022s:153ms:198us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21749","022s:153ms:292us 093 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:18562",
"21750","022s:153ms:292us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21751","022s:153ms:470us 177 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8618 CRC:17","SC:16","MMC:198.0MHz","Nrc:25",
"21752","022s:153ms:470us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21753","022s:153ms:608us 137 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:27241",
"21754","022s:153ms:608us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21755","022s:153ms:788us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8640 CRC:22","SC:8","MMC:211.2MHz","Nrc:25",
"21756","022s:153ms:788us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21757","022s:153ms:866us 077 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:15371",
"21758","022s:153ms:866us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21759","022s:154ms:048us 182 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8670 CRC:09","SC:40","MMC:211.2MHz","Nrc:25",
"21760","022s:154ms:048us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21761","022s:154ms:264us 215 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:42805",
"21762","022s:154ms:264us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21763","022s:154ms:445us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C86A0 CRC:35","SC:56","MMC:198.0MHz","Nrc:25",
"21764","022s:154ms:446us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21765","022s:154ms:654us 208 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:41437",
"21766","022s:154ms:655us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21767","022s:154ms:835us 180 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C86F8 CRC:00","SC:8","MMC:211.2MHz","Nrc:25",
"21768","022s:154ms:835us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21769","022s:154ms:927us 092 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:18251",
"21770","022s:154ms:928us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21771","022s:155ms:107us 178 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8708 CRC:05","SC:24","MMC:198.0MHz","Nrc:25",
"21772","022s:155ms:107us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21773","022s:155ms:243us 136 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:27036",
"21774","022s:155ms:243us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21775","022s:155ms:497us 253 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C8728 CRC:37","SC:2048","MMC:211.2MHz","Nrc:25",
"21776","022s:155ms:497us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21777","022s:161ms:310us 005 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21778","022s:161ms:310us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21779","022s:162ms:948us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000CFEB0 CRC:52","SC:24","MMC:198.0MHz","Nrc:25",
"21780","022s:162ms:948us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21781","022s:163ms:143us 194 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:38603",
"21782","022s:163ms:143us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21783","022s:163ms:325us 181 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000CFED8 CRC:4C","SC:176","MMC:198.0MHz","Nrc:25",
"21784","022s:163ms:325us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21785","022s:163ms:919us 593 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21786","022s:163ms:919us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21787","022s:164ms:108us 189 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000CFF90 CRC:6B","SC:88","MMC:198.0MHz","Nrc:25",
"21788","022s:164ms:109us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21789","022s:164ms:441us 332 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21790","022s:164ms:441us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21791","022s:164ms:634us 192 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000CFFF0 CRC:3D","SC:280","MMC:198.0MHz","Nrc:25",
"21792","022s:164ms:634us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21793","022s:165ms:566us 931 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21794","022s:165ms:566us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21795","022s:165ms:758us 191 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000D0118 CRC:5A","SC:72","MMC:198.0MHz","Nrc:25",
"21796","022s:165ms:758us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21797","022s:166ms:053us 295 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:58570",
"21798","022s:166ms:053us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21799","022s:166ms:239us 185 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000D0168 CRC:15","SC:8","MMC:198.0MHz","Nrc:25",
"21800","022s:166ms:239us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21801","022s:166ms:334us 094 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:18639",
"21802","022s:166ms:334us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21803","022s:166ms:560us 226 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000D0180 CRC:4A","SC:1320","MMC:198.0MHz","Nrc:25",
"21804","022s:166ms:561us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21805","022s:170ms:327us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21806","022s:170ms:327us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21807","022s:170ms:629us 301 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000D06B0 CRC:50","SC:2048","MMC:211.2MHz","Nrc:25",
"21808","022s:170ms:629us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21809","022s:176ms:448us 005 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21810","022s:176ms:449us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21811","022s:179ms:300us 002 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6370 CRC:62","SC:1344","MMC:198.0MHz","Nrc:25",
"21812","022s:179ms:301us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21813","022s:183ms:299us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21814","022s:183ms:299us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21815","022s:183ms:540us 241 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C68C0 CRC:4D","SC:8","MMC:211.2MHz","Nrc:25",
"21816","022s:183ms:541us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21817","022s:183ms:630us 089 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:17765",
"21818","022s:183ms:631us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21819","022s:183ms:862us 231 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C68D0 CRC:54","SC:256","MMC:198.0MHz","Nrc:25",
"21820","022s:183ms:862us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21821","022s:184ms:672us 809 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21822","022s:184ms:672us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21823","022s:184ms:864us 192 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C69D8 CRC:17","SC:48","MMC:198.0MHz","Nrc:25",
"21824","022s:184ms:865us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21825","022s:185ms:106us 240 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:47769",
"21826","022s:185ms:106us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21827","022s:185ms:310us 204 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6A18 CRC:2F","SC:296","MMC:211.2MHz","Nrc:25",
"21828","022s:185ms:311us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21829","022s:186ms:248us 936 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21830","022s:186ms:248us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21831","022s:186ms:441us 193 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6B70 CRC:3A","SC:16","MMC:211.2MHz","Nrc:25",
"21832","022s:186ms:441us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21833","022s:186ms:557us 116 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:23023",
"21834","022s:186ms:558us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21835","022s:186ms:751us 192 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6B98 CRC:65","SC:16","MMC:198.0MHz","Nrc:25",
"21836","022s:186ms:751us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21837","022s:186ms:892us 141 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:28056",
"21838","022s:186ms:893us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21839","022s:187ms:078us 185 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6C28 CRC:3E","SC:8","MMC:211.2MHz","Nrc:25",
